bibtex_key;title;author;journal;year;source;pages;volume;abstract;keywords;descargado;doi;url;affiliation;author_keywords;;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
hwang_delineating_2009;Delineating urban housing submarkets with fuzzy clustering;Hwang, Sungsoon and Thill, Jean-Claude;Environ. Plann. B;2009;;865--882;36;It has long been argued that the housing market is spatially compartmentalized within ametropolitan area. The argument has important implications for explaining how the housing marketworksˆshould the status quo be seen as an equilibrium state? Or if no equilibrium is reached, howdo loosely interlaced submarkets function both independently and interdependently? We note thatthe body of literature has leaned toward testing the distinctiveness of housing submarkets givena priori housing submarkets. However, there seems to be a lack of interest in developing methodsfor deriving housing submarkets empirically. Fuzzy clustering is well suited to this problem, giventhat the boundary of housing submarkets is not often sharply delineated. The study applies a fuzzyc-means (FCM) algorithm to identify housing submarkets in the Buffalo ^ Niagara Falls region. Thestudy is distinct from other FCM applications in three respects. First, we reflect on issues tied tochoosing parameters of fuzzy clustering. Second, we introduce overlap measures to characterize therelationship between the clusters produced. Third, we evaluate the performance of fuzzy clustering interms of hedonic prediction accuracy. Results show that stratified hedonic models predict house pricebetter than a market-wide hedonic model. Fuzzy clustering solutions also yield better prediction,compared with hard clustering.;Delineating urban housing submarkets with fuzzy clustering;SI;10.1068/b34111t;http://epb.sagepub.com/lookup/doi/10.1068/b34111t;;;;;0265-8135, 1472-3417;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
almeida_urban_2016;Urban population looking for rural landscapes: Different appreciation patterns identified in Southern Europe;Almeida, Mara and Loupa-Ramos, Isabel and Menezes, Helena and Carvalho-Ribeiro, Sónia and Guiomar, Nuno and Pinto-Correia, Teresa;Land Use Policy;2016;;44--55;53;In the context of the peripheral European rural landscapes, the role of the urban population, generally referred to as the ‘outsiders’, has shown to be influential in the dynamics of rural space. This influence occurs namely through the demand for non-productive functions leading to the emergence of new modes of occupancy. In addition, the emerging policy framework concerning policies and planning in rural landscapes call for an improved understanding of the diversified social demands for these landscapes. We argue that a more profound knowledge on the urban demand for rural landscape is needed to better integrate the urban interests into rural policy and planning. The present paper aims to gain greater insight on this demand by identifying landscape preferences of urban users, framed by the multifunctional transition theory, and using a photo-based survey with contrasting land covers derived from CORINE Land Cover classes. Furthermore, the use of land cover classes as the main landscape component, and thereby relating preferences to specific land covers, offers a sound basis for a territorial approach, able to integrate landscape into rural policy and land use planning practice. A case-study in Southern Portugal was developed at the regional scale and results showed different appreciation patterns for rural landscapes varying from humanised and more naturalised landscapes according to the different functions sought by urban users. Another prominent result is that urban demand for rural landscapes, even if driven by consumption, is strongly influenced by both protection and production values. A deeper knowledge on the interests of urban population can be a step forward for rural communities, land managers, and sectoral policy decision-makers to better define investment strategies in rural-urban partnerships facing the growing urban demand over rural space.;Rural landscape Urban population Landscape preferences Land cover Regional policy Alentejo region;SI;10.1016/j.landusepol.2015.09.025;https://linkinghub.elsevier.com/retrieve/pii/S0264837715002963;;;;;02648377;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
linz_inhabiting_2017;Inhabiting the impasse: Social exclusion through visible assemblage in neighborhood gentrification;Linz, Jess D.;Geoforum;2017;;131--139;85;"Now that gentrification has taken hold in central Cincinnati and begun to spill outward, nearby neighborhoodsin the early stages of gentrification have begun to call for“inclusive redevelopment”to bring vibrancy to de-pressed neighborhoods without displacing long-term residents. Neighborhood leaders and city officials under-stand that displacement happens along racial and class lines, yet efforts to directly address this issue have notchanged displacement patterns. Research shows social exclusion contributes to displacement in gentrifyingneighborhoods, and tends to focus on uneven impact across social categories like race and class, but there ismuch less attention to how exclusion is enacted and these categories reproduced. I argue that this takes placesimultaneously in the intimate space and time of everyday encounters, where proximity and relation unfoldaffectively through things and people to code them anew, pulling some into the momentum of redevelopment,while pushing others aside. This cognitive reversal of how categories work is important because it relocates theirorigin in small, interstitial, and nonhuman sites. Pairing assemblage theory and posthumanism with interviewsandfield notes, I demonstrate the role of nonhuman forces in shaping these encounters; how materials likecheese, pint glasses, trash, beards, and liver & onions play marked roles in producing marginalization. Myfindings show that things and people compose visible assemblages together, like a group of people sitting at asidewalk table eating pizza and drinking beer. These assemblages are operative in producing and reinforcingsocial exclusion: they usher practiced bias through the surface aesthetics of the assorted components, enablingaffective atmospheres to prescribe outcomes. These emergent, visible assemblages are thus important sites forintervention into processes of social exclusion leading to displacement.";Gentrification Social exclusion Posthuman New materialism Assemblage Affec;SI;10.1016/j.geoforum.2017.06.023;https://linkinghub.elsevier.com/retrieve/pii/S0016718517301744;;;;;00167185;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
song_land_2013;Land use regionalization of rural settlements in {China};Song, Wei and Chen, Baiming and Zhang, Ying;Chin. Geogr. Sci.;2013;;421--434;23;"This paper compartmentalizes regional land use of rural settlements in China by employing a hierarchical clustering method. The statistic data are sourced from the National Bureau of Statistics of China (NBSC) and the data of land use change from the Ministry of Land and Resources of China (MLRC). The population of rural settlement decreases from the southeast to the northwest of China and the  density  of  rural  settlement  decreases  from  the  east  to  the  west  of  China.  Land-use  scale  of  rural  settlement,  the  proportion  of  one-storey houses and the average household area decrease from the north to the south of China. The ratio of area of cultivated land to rural settlement is high in the northeast and southwest of China but low in the southeast of China. The land use regionalization of rural settlement can be divided into four regions, namely: the northern region of China, Qinghai-Tibet, Yunnan-Guizhou, and the middle and eastern  region  of  China.  The  northern  region  of  China  and  the  middle  and  eastern  region  of  China  can  be  further  divided  into  nine sub-regions: Xinjiang, Northeast China, Ningxia and Inner Mongolia, North China, the south of the Changjiang (Yantze) River and Si-chuan Basin, Jiangsu-Shanghai, South China, the Loess Plateau, and Guangxi. In consideration of the significant regional differences, it is proposed thatdifferent policies should be implemented regarding the utilization and management of rural settlements.   Keywords: rural settlement; land use regionalization; hierarchical analysis; China";"rural settlement; land use regionalization; hierarchical analysis; China";SI;10.1007/s11769-013-0592-y;http://link.springer.com/10.1007/s11769-013-0592-y;;;;;1002-0063, 1993-064X;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
li_customer_2018;Customer demand analysis of the electronic commerce supply chain using Big Data;Li, Lei and Chi, Ting and Hao, Tongtong and Yu, Tao;Ann Oper Res;2018;;113--128;268;"With the advent of the Internet and the flourishing of connected technology, elec-tronic commerce has become a new business model that disrupts the traditional transactionalmodel and is transforming the consumer’s lifestyle. Electronic commerce leads to constantlychanging customer needs, therefore quick action and collaboration between production andthe market is essential. Meanwhile, the abundant transactional data generated by electroniccommerce allows us to explore browsing behaviors, habits, preferences and even character-istics of customers, which can help companies to understand their customer’s needs moreclearly. Traditional supply chain management (SCM) simply cannot keep up with electroniccommerce because demand forecasts are constantly changing. Customer demands create andaffect the whole supply chain. The purpose of SCM is to satisfy the customers who supportthe company by paying for the products; so meeting changing customer needs should beincorporated into SCM by developing demand chain management (DCM). In this paper, weexplore how DCM can perform better in the electronic commerce environment based onstudying website behavior data and using data analytics tools. The results show that DCMperforms much better when paired with the benefits of electronic commerce and Big Datathan traditional SCM methods.";Supply chain Demand chain Electronic commerce Big Data;SI;10.1007/s10479-016-2342-x;http://link.springer.com/10.1007/s10479-016-2342-x;;;;;0254-5330, 1572-9338;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
ortiz_economic_2020;Economic {Elites} and {Support} for {Housing} {Affordability} {Policy}: {How} a {Housing}-{Health} {Belief} {Matters};Ortiz, Selena E. and Adler, Gary J. and Johannes, Bobbie L.;Polit Behav;2020;;;;To  investigate  economic  elites'  housing  policy  preferences  and  test  the  attitudinal,  contextual,  political,  and  economic  conditions  that  drive  support  for  affordable  housing  policies,  focusing  on  the  influence  of  a  housing-health  belief  mechanism.  Using proprietary 2015–2016 national data, we apply multivariate regression analy-sis and fuzzy set qualitative comparative analysis (fsQCA) to demonstrate the poten-tial impact of a particular framing strategy—the housing-health belief mechanism—on economic elites’ housing policy preferences. First, the results from both methods suggest the utility of promoting belief in the interconnection between housing afford-ability  and  health,  which  significantly  increases  economic  elite  support  and  func-tions alongside other conditions to support housing affordability strategies. Second, support for wage-based policies is better explained than development-based policies, suggesting different policy preferences among economic elites. Third, regardless of other  beliefs  about  equality  or  rights,  belief  that  housing  affordability  is  linked  to  health significantly increases affordable housing policy support. Fourth, geographic proximity to housing crisis alone does not create support for housing policies. Fram-ing  housing  affordability  as  a  fundamental  contributor  to  health  may  be  central  to  overcoming  opposition  and  help  offer  economic  elites  new  ways  of  thinking  about  the societal impacts of housing affordability and increase policy support;Affordable housing, Economic elites, Policy preferences, Framing, Housing health link;SI;10.1007/s11109-020-09623-4;https://link.springer.com/10.1007/s11109-020-09623-4;;;;;0190-9320, 1573-6687;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
berling-wolff_modeling_2004;Modeling urban landscape dynamics: {A} review: {Modeling} urban landscapes;Berling-Wolff, Sheryl and Wu, Jianguo;Ecological Research;2004;;119--129;19;Reviewed  here  is  the  historical  development  of  urban  growth  models,  showing  how  different  disciplinesand diverse theories have come together over time to produce the models used today. This review is dividedinto two sections, the first section reviews the early models that are rooted in transportation and land-useplanning and form the foundation on which nearly all modeling efforts are based. These models are alreadywell documented in the literature and an overview here is sufficient. In the second section, an explorationis  made  into  the  theories  and  approaches  that  have  been  integrated  into  urban  modeling  efforts.  Theconcepts  are  outlined  and  one  or  more  contemporary  examples  are  highlighted.  These  theories  andapproaches represent the major areas of development that exist in published work.;"comparative equilibrium models; land-use and landscape planning; spatial analysis; transportation model; urban growth model";SI;10.1111/j.1440-1703.2003.00611.x;http://doi.wiley.com/10.1111/j.1440-1703.2003.00611.x;;;;;09123814;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
vatansever_cluster_2020;Cluster and forecasting analysis of the residential market in {Turkey}: {An} autoregressive model-based fuzzy clustering approach;Vatansever, Metin and Demir, ?brahim and Hep?en, Ali;IJHMA;2020;;583--600;13;"Purpose
The main purpose of this study is to detect homogeneous housing market areas among 196 districts of 5 major cities of Turkey in terms of house sale price indices. The second purpose is to forecast these 196 house sale price indices.


Design/methodology/approach
In this paper, the authors use the monthly house sale price indices of 196 districts of 5 major cities of Turkey. The authors propose an autoregressive (AR) model-based fuzzy clustering approach to detect homogeneous housing market areas and to forecast house price indices.


Findings
The AR model-based fuzzy clustering approach detects three numbers of homogenous property market areas among 196 districts of 5 major cities of Turkey where house sale price moves together (or with similar house sales dynamic). This approach also provides better forecasting results compared to standard AR models by higher data efficiency and lower model validation and maintenance effort.


Research limitations/implications
In this study, the authors could not use any district-based socioeconomic and consumption behavioral indicators and any discrete geographical and property characteristics because of the data limitation.


Practical implications
The finding of this study would help property investors for establishing more effective property management strategies by taking different geographical location conditions into account.


Social implications
From the government side, knowing future rises, falls and turning points of property prices in different locations can allow the government to monitor the property price changes and control the speculation activities that cause a dramatic change in the market.


Originality/value
There is no previous research paper focusing on neighborhood-based clusters and forecasting house sale price indices in Turkey. At this point, it is the first academic study.";Forecasting, House price index, Fuzzy model, Model-based time series clustering,Turkish housing market, Visual cluster validity;SI;10.1108/IJHMA-11-2019-0110;https://www.emerald.com/insight/content/doi/10.1108/IJHMA-11-2019-0110/full/html;;;;;1753-8270, 1753-8270;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
chang_hybrid_2017;A hybrid approach for personalized service staff recommendation;Chang, Wei-Lun and Jung, Chien-Fang;Inf Syst Front;2017;;149--163;19;In this study, we established a novel set of serviceprocedures that epitomize the human-centered spirit of ser-vice. By using self-organizing maps and collaborative filteringrecommendation, we developed a mechanism that links thetwo service procedures of selecting service staff membersand how customers decide tip amounts based on perceivedvalue. Through the proposed mechanism, the recommendersystem could effectively predict customer preferences regard-ing service staff members and assign suitable members fordelivering services. In addition, this study integrated the ser-vice experiences of previous customers with local tipping cul-tures for calculating recommended tip amounts for the refer-ence of customers. Under this mechanism, the customer-centered spirit can be completely integrated into service pro-cedures for effectively enhancing customer satisfaction, in-creasing the job satisfaction of employees, and producing avirtuous cycle of service quality improvement.;Recommender system, Self-organizing maps, Collaborative filtering;SI;10.1007/s10796-015-9597-7;http://link.springer.com/10.1007/s10796-015-9597-7;;;;;1387-3326, 1572-9419;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
webber_papers_2004;Papers: Designing geodemographic classifications to meet contemporary business needs;Webber, Richard;J Direct Data Digit Mark Pract;2004;;219--237;5;With statistics from the UK 2001 Census now available for smallareas, the many marketers who make use of geodemographicclassifications are having to familiarise themselves with new andupdated segmentation systems. The release of these classifications istherefore an appropriate moment to review the current ‘state of the art’in this particular form of consumer segmentation.This review starts with a brief account of how the marketingapplications to which these segmentation tools have been put haveevolved since their introduction in 1979, and an assessment of theirrelevance and scope in relation to other sources of data that marketerscan use to segment prospects and customers. The following section ofthe paper challenges the assumption that the finer the geographicgranularity of the units being classified the better the predictive powerof the classification, and questions the popular view thatgeodemographics is useful primarily in contexts where demographicdata at the household level are unavailable. This paper presentsevidence to suggest that neighbourhood often contributes incrementalpredictive power in behavioural models over and beyond individual-level characteristics. It is suggested, however, that there is no optimalscale for classifying neighbourhoods. Consumer behaviour withinsome product categories is better predicted using demographic datafor areas more geographically extensive than Census output areas,while for others the appropriate granularity is as low as unitpostcodes. The paper then advances a basis for judging which level ofgranularity, fine or small, is likely to be most valuable for predictingusage levels in different product categories.The concluding sections explain how changes in the marketingapplications to which geodemographic classifications are now put areaffecting the manner in which these systems are now constructed,resulting for instance in the use of data from sources additional to theCensus and in the use of new statistical methods for optimising theirpredictive performance.;geodemographics, segmentation, 2001 Census, cluster analysis, Mosaic, neighbourhoods;SI;10.1057/palgrave.im.4340240;http://link.springer.com/10.1057/palgrave.im.4340240;;;;;1463-5178, 1478-0844;;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
tsuen-ho_hsu_fuzzy_2000;The fuzzy clustering on market segment;{Tsuen-Ho Hsu} and {Kao-Ming Chu} and {Hei-Chun Chan};;2000;;621--626;2;In any study of market segmentation, researchers often use clustering analysis as a tool. The analysis often is in a crisp partition form. But in practice, the sample are usually not well distributed, therefore the form may not be precisely defined. That is, one sample can belong to two or more groups. But, due to the fact that the requirements on the consumers and on the market are very high and the many real-market problems are fuzzy by nature and not random, the probability applications have not been very satisfactory in a lot of case. In this study, we adopt the fuzzy cluster method and attempt to combine a new compactness and separation validity function to build market segmentation in order to address the fuzziness among the group boundaries. Then we can use membership grade to describe each group. Therefore, the real market situation is clearly presented. Through membership grade, we depict the reality of the market, which lies between integers and real number. Buyers' mindsets are both rational and complicated, so their purchasing decisions are not predictable and are affected by many factors. The structural stability of the market can be tested by the loyalty of buyers who pertain to different clusters. Marketing strategies will also have effects on the movement of group for housing buyer.;Clustering methods, Educational institutions, Structural engineering,Testing, Consumer behavior, Information analysis;SI;10.1109/FUZZY.2000.839064;http://ieeexplore.ieee.org/document/839064/;;;;IEEE;;;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
votsis_planning_2017;Planning for green infrastructure: The spatial effects of parks, forests, and fields on Helsinki's apartment prices;Votsis, Athanasios;Ecological Economics;2017;;279--289;132;As the importance of urban green spaces is increasingly recognised, so does the need for their systematic place-ment in a broader array of socioeconomic objectives. From an urban planning and economics perspective, thisrepresents a spatial task: if more land is allocated to various types of green, how do the economic effects propa-gate throughout urban space? This paper focuses on the spatial marginal effects of forests, parks, andfields andestimates spatial hedonic models on a sample of apartment transactions in Helsinki, Finland. The results indicatethat the capitalization of urban green in apartment prices depends on the type of green, but also interacts withdistance to the city centre. Additionally, the effects contain variable pure and spatial spillover impacts, alsoconditional on type and location, the separation of which highlights aspects not commonly accounted for. Theplanning of green infrastructure will therefore benefit from parameterizing interventions according to location,green type, and character of spatial impacts;    Green infrastructure Land use options Spatial effectsHousing price;SI;10.1016/j.ecolecon.2016.09.029;https://linkinghub.elsevier.com/retrieve/pii/S0921800916311430;;;;;09218009;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
lin_forecasting_2019;Forecasting U.S. Domestic MigrationUsing Internet Search Queries;Lin, Allen Yilun and Cranshaw, Justin and Counts, Scott;;2019;;1061--1072;;Roughly one in ten Americans move every year, bringing signifi-cant social and economic impact to both the places they move fromand places they move to. We show that migration intent minedfrom internet search queries can forecast domestic migration andprovide new insights beyond government data. We extract froma major search engine (Bing.com) 120 million raw queries withmigration intent from 2014 to 2016, including origin and desti-nation geographies, and the specific intent for migration such aswhether the potential migration is housing or employment related.Using these queries, we map U.S. state level migration flows, vali-date them against government data, and demonstrate that addingsearch query-based metrics explains variance in migration predic-tion above robust baseline models. In addition, we show that thespecific migration intent extracted from these queries unpack thedifferential demands of migrants with different demographic back-grounds and geographic interests. Examples include interactionsbetween age, education, and income, and migration attributes suchas buying versus renting housing and employment in technologyversus manual labor job sectors. We discuss how local government,policy makers, and computational social scientists can benefit fromthis information.;"internet search; migration; big data; housing; employment";SI;10.1145/3308558.3313667;http://dl.acm.org/citation.cfm?doid=3308558.3313667;;;;ACM Press;;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
gerek_house_2014;House selling price assessment using two different adaptive neuro-fuzzy techniques;Gerek, Ibrahim Halil;Automation in Construction;2014;;33--39;41;It is of high importance to estimate the house selling prices because sellers and buyers need this information in anaccurate way at time of sale. As a result of the fact that the estimation of the house prices is extorsive considerableresearch has been published in the literature on estimating house prices. This study covers the application of twodifferent adaptive neuro-fuzzy (ANFIS) approaches for the estimation of house selling price.In this study, two different ANFIS models, namely ANFIS with grid partition (ANFIS-GP) and ANFIS with sub clus-tering (ANFIS-SC), were used in forecasting house prices, and the results were evaluated. Comparison of resultsfrom the two techniques indicated that the ANFIS-GP models performed better than the ANFIS-SC models. Thestudy suggests that the ANFIS-GP technique can be successfully used in the estimation of house prices in the con-struction sector.;House price Prediction model Real estate market Adaptive neuro-fuzzy;SI;10.1016/j.autcon.2014.02.002;https://linkinghub.elsevier.com/retrieve/pii/S0926580514000211;;;;;09265805;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
park_using_2015;Using machine learning algorithms for housing price prediction:The case of Fairfax County, Virginia housing data;Park, Byeonghwa and Bae, Jae Kwon;Expert Systems with Applications;2015;;2928--2934;42;House sales are determined based on the Standard & Poor’s Case-Shiller home price indices and the hous-ing price index of the Office of Federal Housing Enterprise Oversight (OFHEO). These reflect the trends ofthe US housing market. In addition to these housing price indices, the development of a housing priceprediction model can greatly assist in the prediction of future housing prices and the establishment ofreal estate policies. This study uses machine learning algorithms as a research methodology to developa housing price prediction model. To improve the accuracy of housing price prediction, this paper ana-lyzes the housing data of 5359 townhouses in Fairfax County, Virginia, gathered by the Multiple ListingService (MLS) of the Metropolitan Regional Information Systems (MRIS). We develop a housing price pre-diction model based on machine learning algorithms such as C4.5, RIPPER, Naïve Bayesian, and AdaBoostand compare their classification accuracy performance. We then propose an improved housing price pre-diction model to assist a house seller or a real estate agent make better informed decisions based onhouse price valuation. The experiments demonstrate that the RIPPER algorithm, based on accuracy, con-sistently outperforms the other models in the performance of housing price prediction;Housing price index Housing price prediction model Machine learning algorithms C4.5 RIPPER Naïve Bayesian AdaBoost;SI;10.1016/j.eswa.2014.11.040;https://linkinghub.elsevier.com/retrieve/pii/S0957417414007325;;;;;09574174;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
law_defining_2017;Defining Street-based Local Area and measuring its effect on house priceusing a hedonic price approach: The case study of Metropolitan London;Law, Stephen;Cities;2017;;166--179;60;An under-explored topic within thefield of planning and housing studies is related to the definition of local areaunit. An empirical problem that arises is that different types of local area units can infer different results. Thiscould be in constructing segregation indices, in estimating hedonic price models or in identifying housing submar-kets. This research proposes the concept of Street-based Local Area (SLA), in asking to what extent SLA associatewith house price. In order to examine this question, this article borrows from network science and space syntax re-search in defining SLA. This research conjectures that SLA has a significant effect on house price and that this effectis captured more strongly than ad-hoc administrative region-based local area. In order to test this conjecture, thisresearch adopted the multi-level hedonic price approach to estimate local area effects on house prices for the casestudy of Metropolitan London in the United Kingdom. Results showed significant local area effects on house pricesand that SLA is preferred to region-based one. The plausible reasons arefirstly, people perceived the local area on astreet network. Street-based Local Area is able to capture more precisely subtle perceptual differences in an urbanenvironment than an ad-hoc administrative region. Second, the topology of thestreet network reinforces the socio-economic similarity/differences overtime. Differences between local areas can become more pronounced as like-minded people bump into each other, cluster together and share information with each other. Third, as peopleidentify these local areas they would make decisions based on it. The local area becomes part of the housing bundleleading to it having an effect on house price. The main contribution of the research is the novel application of com-munity detection techniques on the street-network dual graph to defining SLA. This is important as it links the to-pology of the street network to how we define and perceive local area and it presents an alternative to ad-hocadministrative geographies that are currently applied in many aspects of neighbourhood planning.;Community detectionMulti-level regression modelHedonic price approachNeighbourhood planningSpace syntaxDual graph;SI;10.1016/j.cities.2016.08.008;https://linkinghub.elsevier.com/retrieve/pii/S0264275116304383;;;;;02642751;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
selim_determinants_2009;Determinants of house prices in Turkey: Hedonic regressionversus artificial neural network;Selim, Hasan;Expert Systems with Applications;2009;;2843--2852;36;Determinants of house prices in Turkey are examined in this paper using the 2004 Household Budget Survey Data. In property val-uation and housing market research, the locational value is usually analyzed by hedonic methods that use multiple regression techniqueson large data sets and require a formality based on microeconomic theory in the analyses. Because of potential non-linearity in the hedo-nic functions, artificial neural network (ANN) is employed in this study as an alternative method. By comparing the prediction perfor-mance between the hedonic regression and artificial neural network models, this study demonstrates that ANN can be a better alternativefor prediction of the house prices in Turkey;"House price; Hedonic regression; Artificial neural networks; Turkey";SI;10.1016/j.eswa.2008.01.044;https://linkinghub.elsevier.com/retrieve/pii/S0957417408000596;;;;;09574174;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
hu_monitoring_2019;Monitoring housing rental prices based on social media: An integrated approach of machine-learning algorithms and hedonic modeling to inform equitable housing policies;Hu, Lirong and He, Shenjing and Han, Zixuan and Xiao, He and Su, Shiliang and Weng, Min and Cai, Zhongliang;Land Use Policy;2019;;657--673;82;National land use policies and strategies worldwide have attempted to establish a healthy housing rental market towards urban sustainability. Monitoring fine-scale housing rental prices should provide essential implications for equitable housing policies. However, doing so remains a challenge because aggregated data were traditionally collected at a coarse scale through census or social surveys. On-line housing rental websites (OHRWs) have become popular social media platforms in the housing studies. This paper attempts to demonstrate how to monitor fine-scale housing rental prices based on OHRWs using the case of Shenzhen in China. Employing hedonic model, a set of housing rental determinants are initially selected from three characteristics (neighborhood, location and structure) and at three levels (nearest accessibility, 15-minute walking distance availability and sub-district availability). Housing rent prediction models are then established (respectively for October 2017 and February 2018) using the training samples collected from the OHRWs and six machine-learning algorithms, including random forest regression (RFR), extra-trees regression (ETR), gradient-boosting regression (GBR), support vector regression (SVR), multi-layer perceptron neural network (MLP-NN) and k-nearest neighbor algorithm (k-NN). Thereafter, the relative importance of the determinants is calculated and visualized using partial dependence plots. Finally, the models are used to monitor housing rental price dynamics for all of the communities within Shenzhen. Results show that all of the algorithms except SVR generally present good performance. Among them, RFR and ETR are the best one in October 2017 and February 2018, respectively. Concerning the spatial pattern of housing rental, the high-high clusters merge in the central districts, whereas the low-low clusters are located in the outskirts, and the growth rate is the greatest in the farthest outskirts from the central districts. Each determinant affects the housing rent across different scale and sub-district availability and nearest accessibility are more important than 15-minute walking distance availability. The two most influential determinants are sub-district job opportunity and nearest accessibility to health care facilities. The case of Shenzhen shows that the demonstrated framework, which integrates machine-learning algorithms and the hedonic modeling, is practical and efficient. The approach is believed to provide an essential tool to inform equitable housing policies.;Housing rental price Social media Hedonic model Multilevel determinants Machine learning Equitable housing policies;SI;10.1016/j.landusepol.2018.12.030;https://linkinghub.elsevier.com/retrieve/pii/S0264837718316429;;;;;02648377;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
gueorguieva_mmfcm_2017;M&MFCM: Fuzzy C-means Clustering with Mahalanobis and Minkowski Distance Metrics ;Gueorguieva, Natacha and Valova, Iren and Georgiev, George;Procedia Computer Science;2017;;224--233;114;"The proposed modification of conventional fuzzy C-means clustering (FCM) algorithm aims to correct some of its shortcomings. We have focused on as missing flexibility in cluster number adaptation; limited cluster type grouping; less than optimal objective function for clusters of unequal size lying very close to each other; considerable computational time particularly in case of high dimensional  data.  With  M&MFCM  we  propose  to  replace  the  usual  Euclidean  distance  with  Mahalanobis  and  Minkowski  metrics  in  order  to  enhance  the  cluster  detection  capacity  of  FCM  by  allowing  more  accurate  detection  of  arbitrary  shapes  of  clusters  for  high  dimensional  datasets.  Direct  replacement  of  Euclidean  distance  in  the  objective  function  of  FCM  with  Mahalanobis might cause numerical problems as the largest eigenvalues of the fuzzy covariance matrix could produce extremely long clusters thus contradicting the real data distribution. The improvement is achieved by fixing the ratio between the maximal and minimal eigenvalues of the covariance matrix. The parameterized Minkowski distance metric is adapted for implementation with  FCM  with  various  settings.  We  also  propose  an  approach  for  improving  the  initial  choice  of  cluster  number  and  for  visualization  and  analysis  of  cluster  results  for  labeled  and  unlabeled  datasets.  Experimental  results  demonstrate  that  the  proposed M&MFCM and test methodology significantly improve FCM clustering results.";"fuzzy clustering; cluster validation; distance metric; Silhouette function; confusion matrix; mapping ";SI;10.1016/j.procs.2017.09.064;https://linkinghub.elsevier.com/retrieve/pii/S1877050917318689;;;;;18770509;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
calis_boyaci_selection_2020;Selection of eco-friendly cities in {Turkey} via a hybrid hesitant fuzzy decision making approach;Çal?? Boyac?, Asl?;Applied Soft Computing;2020;;106090;89;Environmental pollution can be defined as the alteration and deterioration of the natural structureand composition of the environment. Industrialization and population density in cities increaseenvironmental pollution. Today, environmental pollution, a common problem in all countries, hasreached dimensions that threaten nature and human health. In this context, this study focuses onthe selection of eco-friendly cities in Turkey according to criteria such as average PM10values atair quality measurement stations, forest area per km2, and percentage of population receiving wasteservices, using the hesitant fuzzy linguistic term set (HFLTS)-based additive ratio assessment (ARAS)method. The multi-criteria HFLTS method is used to determine the weights assigned to environmentalcriteria. The ARAS method is used to obtain the final ranking of 81 cities in Turkey. Empirical resultsdemonstrate that the proposed approach is viable in selecting eco-friendly cities;Eco-friendly cities Hesitant fuzzy linguistic term set(HFLTS) Multi-criteria decision making(MCDM) Additive ratio assessment (ARAS) method;SI;10.1016/j.asoc.2020.106090;https://linkinghub.elsevier.com/retrieve/pii/S1568494620300302;;;;;15684946;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
bogomolov_once_2014;Once {Upon} a {Crime}: {Towards} {Crime} {Prediction} from {Demographics} and {Mobile} {Data};Bogomolov, Andrey and Lepri, Bruno and Staiano, Jacopo and Oliver, Nuria and Pianesi, Fabio and Pentland, Alex;;2014;;427--434;;n this paper, we present a novel approach to predict crimein a geographic space from multiple data sources, in partic-ular  mobile  phone  and  demographic  data.   The  main  con-tribution of the proposed approach lies in using aggregatedand anonymized human behavioral data derived from mo-bile network activity to tackle the crime prediction problem.While previous research efforts have used either backgroundhistorical knowledge or offenders’ profiling, our findings sup-port the hypothesis that aggregated human behavioral datacaptured from the mobile network infrastructure, in combi-nation with basic demographic information, can be used topredict crime.  In our experimental results with real crimedata  from  London  we  obtain  an  accuracy  of  almost  70%when predicting whether a specific area in the city will be acrime hotspot or not.  Moreover, we provide a discussion ofthe implications of our findings for data-driven crime anal-ysis;"crime prediction; urban computing; mobile sensing";SI;10.1145/2663204.2663254;https://dl.acm.org/doi/10.1145/2663204.2663254;;;;ACM;;en;;;44376,19269;44376,19269;Emaxlibre7;;Accepted;
